FECHA_CREACION;CARRERA;NIVEL_1;NIVEL_2;NIVEL_3;NIVEL_4
29-07-2023 14:00;INGENIERÍA EN INFORMÁTICA;Académico;Admisión especial interna ;Cambio de sede;Resuelto
29-07-2023 13:59;INGENIERÍA EN MARKETING DIGITAL;Académico;Documentos o archivos;Horario;Resuelto
29-07-2023 13:47;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
29-07-2023 13:39;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Consultas periodo TAV;Resuelto
29-07-2023 13:02;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
29-07-2023 12:24;AUDITORÍA - Vespertino;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
29-07-2023 12:04;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
29-07-2023 10:55;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
29-07-2023 10:27;ADMINISTRACIÓN DE REDES Y TELECOMUNICACIONES;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
29-07-2023 10:19;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
29-07-2023 8:52;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Bloqueos;Bloqueo financiero;Resuelto
29-07-2023 8:42;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Bloqueos;Bloqueo académico;Resuelto
28-07-2023 20:39;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 20:14;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Información o convalidación;Asignaturas;Resuelto
28-07-2023 19:32;INGENIERÍA EN MARKETING;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 19:26;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 19:16;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 19:15;GASTRONOMÍA INTERNACIONAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 19:14;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 19:12;INGENIERÍA EN CONECTIVIDAD Y REDES;Titulado;Información y gestión;Cuenta titulado;Resuelto
28-07-2023 19:12;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
28-07-2023 18:52;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 18:50;ECOTURISMO;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 18:46;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 18:42;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
28-07-2023 18:35;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
28-07-2023 18:35;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 18:31;GASTRONOMÍA INTERNACIONAL;Financiamiento;Gratuidad;Condiciones del beneficio;Resuelto
28-07-2023 18:31;INGENIERÍA EN INFORMÁTICA;Académico;Documentos o archivos;Horario;Resuelto
28-07-2023 18:29;TURISMO Y HOTELERÍA;Tecnología;Plataformas Alumnos;Solicitudes en Línea;Resuelto
28-07-2023 18:27;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
28-07-2023 18:25;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 18:23;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
28-07-2023 18:21;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
28-07-2023 18:15;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
28-07-2023 18:01;ECOTURISMO;Tecnología;Plataformas Alumnos;Solicitudes en Línea;Resuelto
28-07-2023 17:58;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 17:44;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
28-07-2023 17:43;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 17:26;GASTRONOMÍA INTERNACIONAL;Académico;Documentos o archivos;Certificado de alumno regular;Resuelto
28-07-2023 17:22;GASTRONOMÍA INTERNACIONAL;Tecnología;Plataformas Alumnos;SAP NetWork IA;Derivación G-Desk
28-07-2023 17:21;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 17:14;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Admisión especial interna ;Cambio de sede;Resuelto
28-07-2023 17:13;ECOTURISMO;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 17:08;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Académico;Documentos o archivos;Concentración de notas;Resuelto
28-07-2023 17:06;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 17:01;ECOTURISMO;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 16:47;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
28-07-2023 16:46;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 16:45;ECOTURISMO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 16:41;INGENIERÍA EN INFORMÁTICA;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
28-07-2023 16:39;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 16:32;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 16:30;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 16:15;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 16:13;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 16:07;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 16:01;INGENIERÍA EN MARKETING;Inscripción de asign;Información del proceso;Retiro de asignatura;Resuelto
28-07-2023 15:59;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 15:58;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 15:58;TÉCNICO EN ADMINISTRACIÓN;Académico;Admisión especial interna ;Cambio de sede;Resuelto
28-07-2023 15:55;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
28-07-2023 15:52;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 15:49;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 15:48;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
28-07-2023 15:44;TURISMO Y HOTELERÍA;Académico;Información o convalidación;Asignaturas;Resuelto
28-07-2023 15:43;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 15:42;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 15:39;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 15:39;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 15:34;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 15:33;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 15:33;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 15:32;ECOTURISMO;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 15:32;TÉCNICO EN ADMINISTRACIÓN;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Resuelto
28-07-2023 15:32;INGENIERÍA EN INFORMÁTICA;Académico;Información o convalidación;Prácticas;Resuelto
28-07-2023 15:26;INGENIERÍA EN INFORMÁTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 15:26;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 15:24;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 15:23;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 15:18;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 15:07;TOURISM AND HOSPITALITY;Académico;Documentos o archivos;Horario;Resuelto
28-07-2023 15:04;INGENIERÍA EN ADMINISTRACIÓN;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 14:59;ECOTURISMO;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 14:50;TURISMO Y HOTELERÍA;Académico;Información o convalidación;Asignaturas;Resuelto
28-07-2023 14:50;INGENIERÍA EN MARKETING DIGITAL;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
28-07-2023 14:48;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 14:43;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 14:35;INGENIERÍA EN MARKETING DIGITAL;Información general;Información general;Servicios y otros;Resuelto
28-07-2023 14:34;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 14:19;GASTRONOMÍA INTERNACIONAL;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
28-07-2023 14:08;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 14:03;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 14:02;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 13:54;TURISMO Y HOTELERÍA;Información general;Información general;Servicios y otros;Resuelto
28-07-2023 13:51;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 13:46;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 13:32;TURISMO Y HOTELERÍA;Académico;Información o convalidación;Prácticas;Resuelto
28-07-2023 13:23;ECOTURISMO;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 13:19;;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 13:18;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 13:18;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
28-07-2023 13:07;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 13:06;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 13:05;TURISMO Y HOTELERÍA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 13:04;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 13:02;TURISMO Y HOTELERÍA;Financiamiento;Gratuidad;Estado del beneficio;Resuelto
28-07-2023 12:55;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:51;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:51;INGENIERÍA EN INFORMÁTICA;Información general;Información general;Información docente o colaborador;Resuelto
28-07-2023 12:50;TOURISM AND HOSPITALITY;Tecnología;Plataformas Alumnos;Solicitudes en Línea;Resuelto
28-07-2023 12:49;INGENIERÍA EN COMERCIO EXTERIOR;Información general;Información general;Estado clases;Resuelto
28-07-2023 12:49;INGENIERÍA EN INFORMÁTICA;Académico;Información o convalidación;Asignaturas;Resuelto
28-07-2023 12:48;TURISMO Y HOTELERÍA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 12:48;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:46;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:44;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 12:43;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 12:43;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:42;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 12:42;GASTRONOMÍA INTERNACIONAL;Tecnología;Plataformas Alumnos;Solicitudes en Línea;Resuelto
28-07-2023 12:41;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:40;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:39;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:39;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 12:38;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:37;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
28-07-2023 12:36;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:36;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Transferencia asistida TI
28-07-2023 12:36;ECOTURISMO;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
28-07-2023 12:34;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 12:33;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Cupo de asignatura en otra sede;Resuelto
28-07-2023 12:33;TOURISM AND HOSPITALITY;Académico;Documentos o archivos;Horario;Resuelto
28-07-2023 12:31;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:31;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Gestión de abandono ;Fuera de alcance;Abandono del llamado;Resuelto
28-07-2023 12:29;ECOTURISMO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:28;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:28;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:27;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 12:25;TÉCNICO EN GESTIÓN LOGÍSTICA;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 12:24;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 12:23;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:23;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:22;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:22;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 12:21;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:20;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 12:19;ECOTURISMO;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
28-07-2023 12:17;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:17;GASTRONOMÍA INTERNACIONAL;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
28-07-2023 12:16;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
28-07-2023 12:15;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 12:14;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;SAP NetWork IA;Transferencia asistida TI
28-07-2023 12:14;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:13;ECOTURISMO;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 12:12;AUDITORÍA - Vespertino;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 12:11;TOURISM AND HOSPITALITY;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
28-07-2023 12:11;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 12:06;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
28-07-2023 12:04;TURISMO Y HOTELERÍA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
28-07-2023 11:53;AUDITORÍA;Académico;Interrupción del semestre;Suspensión;Resuelto
28-07-2023 11:49;TOURISM AND HOSPITALITY;Académico;Información o convalidación;Prácticas;Resuelto
28-07-2023 11:30;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Información o convalidación;Prácticas;Resuelto
28-07-2023 11:21;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 11:19;INGENIERÍA EN COMERCIO EXTERIOR;Tecnología;Gestión de cuentas;Cuenta alumno inicio;Resuelto
28-07-2023 11:17;INGENIERÍA EN INFORMÁTICA;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
28-07-2023 11:16;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Estado clases;Resuelto
28-07-2023 11:06;GASTRONOMÍA INTERNACIONAL;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
28-07-2023 10:54;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Documentos o archivos;Horario;Resuelto
28-07-2023 10:53;INGENIERÍA EN GESTIÓN LOGÍSTICA;Académico;Admisión especial interna ;Cambio de sede;Resuelto
28-07-2023 10:48;TURISMO Y HOTELERÍA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 10:39;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 10:23;TÉCNICO TOPÓGRAFO;Información general;Información general;Servicios y otros;Resuelto
28-07-2023 10:22;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Académico;Información o convalidación;Prácticas;Resuelto
28-07-2023 10:18;AUDITORÍA;Inscripción de asign;Información del proceso;Inscripción asistida;Resuelto
28-07-2023 10:16;TÉCNICO EN ADMINISTRACIÓN;Académico;Admisión especial interna ;Cambio de carrera;Resuelto
28-07-2023 10:13;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
28-07-2023 10:12;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
28-07-2023 9:56;INGENIERÍA EN COMERCIO EXTERIOR;Información general;Información general;Servicios y otros;Resuelto
28-07-2023 9:56;GASTRONOMÍA INTERNACIONAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
28-07-2023 9:56;GASTRONOMÍA INTERNACIONAL;Vida estudiantil;Informaciones y otros;Información de contacto;Resuelto
28-07-2023 9:55;TÉCNICO EN ADMINISTRACIÓN;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
28-07-2023 9:45;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
28-07-2023 9:43;TÉCNICO EN ADMINISTRACIÓN;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
28-07-2023 9:39;INGENIERÍA EN GESTIÓN LOGÍSTICA;Académico;Documentos o archivos;Horario;Resuelto
28-07-2023 9:26;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Información general;Información general;Información sede;Resuelto
28-07-2023 9:14;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
28-07-2023 9:08;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
28-07-2023 9:02;INGENIERÍA EN GESTIÓN LOGÍSTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
27-07-2023 21:41;INGENIERÍA EN INFORMÁTICA;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
27-07-2023 21:24;INGENIERÍA EN INFORMÁTICA;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
27-07-2023 20:42;INGENIERÍA EN GESTIÓN LOGÍSTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
27-07-2023 19:07;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
27-07-2023 19:01;AUDITORÍA - Vespertino;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
27-07-2023 18:37;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Bloqueos;Bloqueo académico;Resuelto
27-07-2023 18:31;GASTRONOMÍA INTERNACIONAL;Académico;Información o convalidación;Prácticas;Resuelto
27-07-2023 18:19;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
27-07-2023 18:13;TURISMO Y HOTELERÍA;Académico;Documentos o archivos;Horario;Resuelto
27-07-2023 18:08;GASTRONOMÍA INTERNACIONAL;Académico;Interrupción del semestre;Salida intermedia;Resuelto
27-07-2023 18:07;ECOTURISMO;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
27-07-2023 18:05;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
27-07-2023 17:57;ECOTURISMO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
27-07-2023 17:48;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
27-07-2023 17:37;INGENIERÍA EN GESTIÓN LOGÍSTICA;Información general;Información general;Servicios y otros;Resuelto
27-07-2023 17:32;INGENIERÍA EN MARKETING DIGITAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
27-07-2023 17:28;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
27-07-2023 17:15;INGENIERÍA EN MARKETING DIGITAL;Académico;Documentos o archivos;Horario;Resuelto
27-07-2023 17:05;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
27-07-2023 16:57;TURISMO Y HOTELERÍA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
27-07-2023 16:52;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Resuelto
27-07-2023 16:43;ADMINISTRACIÓN DE EMPRESAS M/LOGÍSTICA;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
27-07-2023 16:39;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
27-07-2023 16:28;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
27-07-2023 16:28;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Admisión especial interna ;Cambio de sede;Resuelto
27-07-2023 16:21;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
27-07-2023 16:17;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
27-07-2023 16:05;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Académico;Interrupción del semestre;Renuncia;Resuelto
27-07-2023 16:04;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
27-07-2023 16:04;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
27-07-2023 16:02;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Información o convalidación;Prácticas;Resuelto
