FECHA_CREACION;CARRERA;NIVEL_1;NIVEL_2;NIVEL_3;NIVEL_4
26-07-2023 18:21;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 18:20;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN MARKETING;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 18:20;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 18:19;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 18:19;INGENIERÍA EN MARKETING DIGITAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 18:18;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 18:17;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 18:16;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 18:15;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 18:15;INGENIERIA EN GESTION DE TECNO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 18:15;GASTRONOMÍA INTERNACIONAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 18:14;INGENIERÍA EN INFORMÁTICA;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 18:14;ADMINISTRACIÓN DE REDES Y TELECOMUNICACIONES;Tecnología;Gestión de cuentas;Cuenta alumno inicio;Transferencia asistida TI
26-07-2023 18:14;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Bloqueos;Bloqueo financiero;Resuelto
26-07-2023 18:13;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 18:12;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Tecnología;Plataformas Alumnos;SAP NetWork IA;Derivación G-Desk
26-07-2023 18:12;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 18:12;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 18:12;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 18:11;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 18:11;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 18:11;AUDITORÍA - Vespertino;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 18:11;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 18:10;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 18:09;INGENIERÍA EN ADMINISTRACIÓN DE RECURSOS HUMANOS;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 18:09;TÉCNICO EN GESTIÓN DE PERSONAS;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
26-07-2023 18:07;TÉCNICO EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 18:04;GASTRONOMÍA INTERNACIONAL;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 18:02;AUDITORÍA - Vespertino;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 18:01;INGENIERÍA EN INFORMÁTICA;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
26-07-2023 17:57;INGENIERÍA EN GESTIÓN LOGÍSTICA;Académico;Interrupción del semestre;Suspensión;Resuelto
26-07-2023 17:57;TURISMO Y HOTELERÍA MENCIÓN EMPRESAS TURÍSTICAS;Financiamiento;Gratuidad;Estado del beneficio;Resuelto
26-07-2023 17:56;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Admisión especial interna ;Cambio de sede;Resuelto
26-07-2023 17:47;TOURISM AND HOSPITALITY;Académico;Documentos o archivos;Horario;Resuelto
26-07-2023 17:45;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 17:41;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Resuelto
26-07-2023 17:38;TÉCNICO EN ADMINISTRACIÓN;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 17:38;AUDITORÍA - Vespertino;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 17:37;GASTRONOMÍA INTERNACIONAL;Académico;Contacto coordinador de carrera;Programa de estudios;Resuelto
26-07-2023 17:37;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 17:34;AUDITORÍA - Vespertino;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 17:31;AUDITORÍA - Vespertino;Tecnología;Plataformas Alumnos;Firma Electrónica Contrato Continuidad;Resuelto
26-07-2023 17:30;ECOTURISMO;Información general;Información general;Servicios y otros;Resuelto
26-07-2023 17:29;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 17:23;INGENIERÍA EN COMERCIO EXTERIOR;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 17:21;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Consultas periodo TAV;Resuelto
26-07-2023 17:17;INGENIERÍA EN MARKETING DIGITAL;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
26-07-2023 17:16;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Información general;Información general;Información sede;Resuelto
26-07-2023 17:10;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Información o convalidación;Prácticas;Resuelto
26-07-2023 17:05;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 16:58;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Académico;Admisión especial interna ;Cambio de sede;Resuelto
26-07-2023 16:51;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 16:48;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Académico;Información o convalidación;Asignaturas;Resuelto
26-07-2023 16:41;INGENIERÍA EN CONECTIVIDAD Y REDES;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
26-07-2023 16:29;GASTRONOMÍA INTERNACIONAL;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
26-07-2023 16:27;INGENIERÍA EN CONECTIVIDAD Y REDES;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
26-07-2023 16:26;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 16:23;INGENIERÍA EN CONECTIVIDAD Y REDES;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 16:22;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 16:20;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 16:16;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 16:12;INGENIERÍA EN CONECTIVIDAD Y REDES;Información general;Información general;Información sede;Resuelto
26-07-2023 16:02;ECOTURISMO;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Derivación G-Desk
26-07-2023 16:01;INGENIERÍA EN CONECTIVIDAD Y REDES;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 16:01;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Documentos o archivos;Horario;Resuelto
26-07-2023 15:58;INGENIERÍA EN INFORMÁTICA;Financiamiento;Gratuidad;Condiciones del beneficio;Resuelto
26-07-2023 15:58;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS - Vespertino;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 15:56;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 15:55;INGENIERÍA EN COMERCIO EXTERIOR;Académico;Documentos o archivos;Horario;Resuelto
26-07-2023 15:46;INGENIERÍA EN MARKETING;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 15:44;TURISMO Y HOTELERÍA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
26-07-2023 15:43;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 15:41;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 15:39;TOURISM AND HOSPITALITY;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 15:38;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 15:30;INGENIERÍA EN COMERCIO EXTERIOR;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 15:29;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 15:28;TOURISM AND HOSPITALITY;Tecnología;Plataformas Alumnos;Gestión prácticas;Resuelto
26-07-2023 15:24;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 15:23;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 15:22;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 15:22;ECOTURISMO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 15:20;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
26-07-2023 15:17;ADMINISTRACIÓN DE REDES Y TELECOMUNICACIONES;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 15:15;TOURISM AND HOSPITALITY;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 15:05;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 15:05;INGENIERÍA EN CONECTIVIDAD Y REDES;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 15:03;GASTRONOMÍA INTERNACIONAL;Académico;Documentos o archivos;Horario;Resuelto
26-07-2023 15:02;AUDITORÍA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 15:01;TOURISM AND HOSPITALITY;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 15:00;TOURISM AND HOSPITALITY;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 14:59;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 14:54;TURISMO Y HOTELERÍA;Académico;Admisión especial interna ;Cambio de carrera;Resuelto
26-07-2023 14:51;GASTRONOMÍA INTERNACIONAL;Información general;Información general;Servicios y otros;Resuelto
26-07-2023 14:50;INGENIERÍA EN INFORMÁTICA;Académico;Admisión especial interna ;Reincorporación a la carrera;Resuelto
26-07-2023 14:44;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
26-07-2023 14:37;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Cupo de asignatura en otra sede;Resuelto
26-07-2023 14:37;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:37;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:35;TURISMO Y HOTELERÍA;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
26-07-2023 14:35;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 14:33;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:32;ECOTURISMO;Inscripción de asign;Oferta académica;Cupo de asignatura en otra sede;Resolución en Sede
26-07-2023 14:32;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Retiro de asignatura;Resuelto
26-07-2023 14:31;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Retiro de asignatura;Resuelto
26-07-2023 14:31;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:30;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:30;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:30;AUDITORÍA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:30;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:28;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 14:25;INGENIERÍA EN CONECTIVIDAD Y REDES;Información general;Información general;Servicios y otros;Resuelto
26-07-2023 14:21;ECOTURISMO;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 14:21;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 14:18;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 14:17;ECOTURISMO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 14:16;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS - Vespertino;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 14:15;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 14:15;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
26-07-2023 14:14;INGENIERÍA EN INFORMÁTICA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
26-07-2023 14:09;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 14:07;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 14:06;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 14:05;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resolución en Sede
26-07-2023 14:05;GASTRONOMÍA INTERNACIONAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 14:04;TURISMO Y HOTELERÍA;Académico;Gestión académica;Contacto coordinador de carrera;Resuelto
26-07-2023 14:04;ECOTURISMO;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 14:03;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 14:03;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 14:01;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:57;ECOTURISMO;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 13:57;INGENIERÍA EN INFORMÁTICA;Académico;Actualización de datos;Firma electrónica de contrato alumno continuidad;Resuelto
26-07-2023 13:55;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:54;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:53;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:53;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:52;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:50;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 13:48;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:47;INGENIERÍA EN COMERCIO EXTERIOR;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:46;INGENIERÍA EN INFORMÁTICA;Tecnología;Plataformas Alumnos;Gestión prácticas;Resuelto
26-07-2023 13:44;INGENIERÍA EN INFORMÁTICA;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:44;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 13:41;ECOTURISMO;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
26-07-2023 13:39;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:39;INGENIERÍA EN INFRAESTRUCTURA Y PLATAFORMAS TECNOLÓGICAS;Tecnología;Gestión de cuentas;Cuenta alumno inicio;Resuelto
26-07-2023 13:37;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:37;DIPLOMADO EN CIBERSEGURIDAD;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:36;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:35;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Tecnología;Plataformas Alumnos;SAP NetWork IA;Transferencia asistida TI
26-07-2023 13:34;INGENIERÍA EN GESTIÓN LOGÍSTICA;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 13:34;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:33;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:32;ECOTURISMO;Información general;Información general;Servicios y otros;Resuelto
26-07-2023 13:31;TURISMO Y HOTELERÍA;Información general;Información general;Servicios y otros;Resuelto
26-07-2023 13:30;ECOTURISMO;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 13:29;TÉCNICO EN GESTIÓN LOGÍSTICA;Financiamiento;Pagos y Deudas;Firma electrónica consentimiento deuda;Resuelto
26-07-2023 13:27;ECOTURISMO;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:27;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:27;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:27;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 13:27;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:26;TURISMO Y HOTELERÍA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:26;ECOTURISMO;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:25;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:25;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:24;ECOTURISMO;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:24;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:24;INGENIERÍA EN GESTIÓN LOGÍSTICA;Información general;Información general;Información sede;Resuelto
26-07-2023 13:23;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:23;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:23;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Inscripción de asign;Bloqueos;Bloqueo financiero;Resuelto
26-07-2023 13:22;ECOTURISMO;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:22;TOURISM AND HOSPITALITY;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 13:22;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 13:22;GASTRONOMÍA INTERNACIONAL;Académico;Admisión especial interna ;Cambio de jornada;Resuelto
26-07-2023 13:21;TURISMO Y HOTELERÍA;Académico;Documentos o archivos;Horario;Resuelto
26-07-2023 13:20;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:20;INGENIERÍA EN GESTIÓN LOGÍSTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:20;TOURISM AND HOSPITALITY;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:19;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:19;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:18;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:18;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN FINANZAS;Tecnología;Gestión de cuentas;Cuenta alumno inicio;Resuelto
26-07-2023 13:17;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:16;GASTRONOMÍA INTERNACIONAL;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
26-07-2023 13:16;INGENIERÍA EN MARKETING DIGITAL;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 13:16;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:15;GASTRONOMÍA INTERNACIONAL;Tecnología;Plataformas Alumnos;Portal Vivo Duoc Web;Derivación G-Desk
26-07-2023 13:13;INGENIERÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DE PERSONAS;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 13:13;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:12;ECOTURISMO;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:12;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 13:12;TURISMO Y HOTELERÍA;Académico;Documentos o archivos;Horario;Resuelto
26-07-2023 13:12;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:12;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:11;INGENIERÍA EN GESTIÓN LOGÍSTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 13:11;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:10;GASTRONOMÍA INTERNACIONAL;Financiamiento;Pagos y Deudas;Pago en línea;Resuelto
26-07-2023 13:09;TURISMO Y HOTELERÍA MENCIÓN EMPRESAS TURÍSTICAS;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:09;INGENIERÍA EN CONECTIVIDAD Y REDES;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 13:08;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:08;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Modificación de carga;Resuelto
26-07-2023 13:07;TÉCNICO DE ENFERMERÍA;Tecnología;Gestión de cuentas;Cuenta alumno continuidad;Resuelto
26-07-2023 13:06;INGENIERÍA EN INFORMÁTICA;Fuera de alcance;Fuera de alcance;Fuera de alcance;Resuelto
26-07-2023 13:06;INGENIERÍA EN MARKETING DIGITAL;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:06;TOURISM AND HOSPITALITY;Inscripción de asign;Oferta académica;Tope de horario;Resuelto
26-07-2023 13:06;INGENIERÍA EN COMERCIO EXTERIOR;Inscripción de asign;Información del proceso;Ventana de inscripción;Resuelto
26-07-2023 13:05;GASTRONOMÍA INTERNACIONAL;Inscripción de asign;Oferta académica;Asignatura no disponible;Resuelto
26-07-2023 13:05;INGENIERÍA EN INFORMÁTICA;Inscripción de asign;Información del proceso;Uso plataforma IA;Resuelto
26-07-2023 13:05;INGENIERÍA EN GESTIÓN LOGÍSTICA;Tecnología;Plataformas Alumnos;SAP NetWork IA;Resuelto
